time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.038190;-0.312653;0.165914;0.113647;0.878503;0.642269;0.774720;
0.038200;-0.313532;0.166604;0.113937;0.881807;0.646012;0.778334;
0.038210;-0.314408;0.167291;0.114225;0.885101;0.649749;0.781941;
0.038220;-0.315281;0.167977;0.114513;0.888385;0.653480;0.785540;
0.038230;-0.316150;0.168662;0.114799;0.891659;0.657205;0.789132;
0.038240;-0.317017;0.169344;0.115085;0.894923;0.660924;0.792717;
0.038250;-0.317880;0.170026;0.115369;0.898177;0.664637;0.796295;
0.038260;-0.318741;0.170705;0.115653;0.901420;0.668344;0.799865;
0.038270;-0.319598;0.171383;0.115935;0.904653;0.672044;0.803428;
0.038280;-0.320452;0.172059;0.116216;0.907876;0.675738;0.806984;
0.038290;-0.321302;0.172733;0.116496;0.911089;0.679426;0.810532;
0.038300;-0.322150;0.173406;0.116774;0.914291;0.683108;0.814072;
0.038310;-0.322994;0.174077;0.117052;0.917483;0.686783;0.817605;
0.038320;-0.323836;0.174746;0.117328;0.920664;0.690452;0.821130;
0.038330;-0.324674;0.175413;0.117604;0.923835;0.694114;0.824648;
0.038340;-0.325508;0.176079;0.117878;0.926995;0.697770;0.828158;
0.038350;-0.326340;0.176743;0.118151;0.930145;0.701419;0.831660;
0.038360;-0.327168;0.177405;0.118422;0.933285;0.705062;0.835155;
0.038370;-0.327993;0.178066;0.118693;0.936413;0.708698;0.838642;
0.038380;-0.328815;0.178724;0.118962;0.939532;0.712327;0.842121;
0.038390;-0.329634;0.179381;0.119230;0.942639;0.715950;0.845592;
0.038400;-0.330450;0.180036;0.119497;0.945736;0.719565;0.849055;
0.038410;-0.331262;0.180689;0.119762;0.948823;0.723174;0.852510;
0.038420;-0.332071;0.181340;0.120027;0.951898;0.726776;0.855957;
0.038430;-0.332877;0.181989;0.120290;0.954964;0.730371;0.859396;
0.038440;-0.333679;0.182637;0.120552;0.958018;0.733959;0.862827;
0.038450;-0.334479;0.183282;0.120812;0.961062;0.737540;0.866250;
0.038460;-0.335275;0.183926;0.121071;0.964095;0.741114;0.869665;
0.038470;-0.336067;0.184568;0.121329;0.967117;0.744681;0.873071;
0.038480;-0.336857;0.185208;0.121586;0.970129;0.748240;0.876469;
0.038490;-0.337643;0.185846;0.121842;0.973130;0.751792;0.879859;
0.038500;-0.338426;0.186482;0.122096;0.976120;0.755338;0.883240;
0.038510;-0.339206;0.187116;0.122348;0.979100;0.758875;0.886613;
0.038520;-0.339983;0.187748;0.122600;0.982068;0.762406;0.889978;
0.038530;-0.340756;0.188378;0.122850;0.985027;0.765929;0.893333;
0.038540;-0.341526;0.189006;0.123099;0.987974;0.769444;0.896681;
0.038550;-0.342292;0.189632;0.123346;0.990911;0.772952;0.900020;
0.038560;-0.343056;0.190256;0.123592;0.993837;0.776452;0.903350;
0.038570;-0.343816;0.190878;0.123837;0.996752;0.779945;0.906671;
0.038580;-0.344573;0.191499;0.124081;0.999657;0.783430;0.909984;
0.038590;-0.345326;0.192117;0.124323;1.002551;0.786908;0.913287;
0.038600;-0.346076;0.192733;0.124563;1.005434;0.790377;0.916582;
0.038610;-0.346823;0.193347;0.124803;1.008307;0.793839;0.919868;
0.038620;-0.347567;0.193959;0.125041;1.011169;0.797293;0.923145;
0.038630;-0.348307;0.194569;0.125277;1.014020;0.800739;0.926414;
0.038640;-0.349044;0.195177;0.125512;1.016861;0.804177;0.929673;
0.038650;-0.349777;0.195783;0.125746;1.019691;0.807607;0.932923;
0.038660;-0.350507;0.196386;0.125978;1.022511;0.811029;0.936163;
0.038670;-0.351234;0.196988;0.126209;1.025320;0.814443;0.939395;
0.038680;-0.351958;0.197587;0.126439;1.028118;0.817849;0.942617;
0.038690;-0.352678;0.198185;0.126667;1.030906;0.821247;0.945830;
0.038700;-0.353394;0.198780;0.126894;1.033683;0.824636;0.949034;
0.038710;-0.354108;0.199374;0.127119;1.036450;0.828017;0.952228;
0.038720;-0.354818;0.199965;0.127343;1.039206;0.831390;0.955413;
0.038730;-0.355524;0.200554;0.127566;1.041952;0.834755;0.958589;
0.038740;-0.356228;0.201140;0.127787;1.044687;0.838111;0.961755;
0.038750;-0.356927;0.201725;0.128007;1.047412;0.841458;0.964911;
0.038760;-0.357624;0.202308;0.128225;1.050127;0.844797;0.968058;
0.038770;-0.358317;0.202888;0.128442;1.052830;0.848128;0.971195;
0.038780;-0.359006;0.203466;0.128657;1.055524;0.851450;0.974322;
0.038790;-0.359693;0.204043;0.128871;1.058207;0.854763;0.977440;
0.038800;-0.360375;0.204617;0.129084;1.060880;0.858068;0.980548;
0.038810;-0.361055;0.205188;0.129295;1.063542;0.861364;0.983646;
0.038820;-0.361731;0.205758;0.129504;1.066194;0.864651;0.986734;
0.038830;-0.362403;0.206325;0.129713;1.068836;0.867929;0.989812;
0.038840;-0.363072;0.206891;0.129919;1.071467;0.871199;0.992880;
0.038850;-0.363737;0.207454;0.130125;1.074088;0.874460;0.995938;
0.038860;-0.364399;0.208015;0.130329;1.076699;0.877711;0.998986;
0.038870;-0.365058;0.208573;0.130531;1.079299;0.880954;1.002024;
0.038880;-0.365713;0.209130;0.130732;1.081890;0.884188;1.005052;
0.038890;-0.366364;0.209684;0.130932;1.084470;0.887412;1.008069;
0.038900;-0.367013;0.210236;0.131130;1.087039;0.890628;1.011077;
0.038910;-0.367657;0.210786;0.131327;1.089599;0.893835;1.014074;
0.038920;-0.368298;0.211334;0.131522;1.092148;0.897032;1.017061;
0.038930;-0.368935;0.211879;0.131716;1.094687;0.900220;1.020037;
0.038940;-0.369569;0.212422;0.131908;1.097216;0.903399;1.023003;
0.038950;-0.370200;0.212964;0.132099;1.099735;0.906568;1.025959;
0.038960;-0.370827;0.213502;0.132289;1.102244;0.909729;1.028904;
0.038970;-0.371450;0.214039;0.132477;1.104742;0.912880;1.031838;
0.038980;-0.372070;0.214573;0.132664;1.107231;0.916021;1.034762;
0.038990;-0.372686;0.215106;0.132849;1.109709;0.919154;1.037676;
0.039000;-0.373298;0.215636;0.133033;1.112177;0.922276;1.040579;
0.039010;-0.373907;0.216163;0.133215;1.114635;0.925390;1.043471;
0.039020;-0.374512;0.216689;0.133396;1.117083;0.928493;1.046352;
0.039030;-0.375114;0.217212;0.133576;1.119520;0.931588;1.049223;
0.039040;-0.375712;0.217733;0.133754;1.121948;0.934672;1.052083;
0.039050;-0.376307;0.218252;0.133931;1.124365;0.937747;1.054932;
0.039060;-0.376898;0.218769;0.134106;1.126773;0.940813;1.057770;
0.039070;-0.377485;0.219283;0.134280;1.129170;0.943869;1.060598;
0.039080;-0.378068;0.219795;0.134453;1.131557;0.946915;1.063414;
0.039090;-0.378648;0.220305;0.134624;1.133934;0.949951;1.066220;
0.039100;-0.379224;0.220813;0.134793;1.136301;0.952978;1.069015;
0.039110;-0.379797;0.221318;0.134962;1.138658;0.955994;1.071798;
0.039120;-0.380365;0.221821;0.135129;1.141004;0.959001;1.074571;
0.039130;-0.380931;0.222322;0.135294;1.143341;0.961999;1.077333;
0.039140;-0.381492;0.222821;0.135458;1.145667;0.964986;1.080083;
0.039150;-0.382050;0.223317;0.135621;1.147983;0.967963;1.082823;
0.039160;-0.382603;0.223812;0.135783;1.150289;0.970931;1.085551;
0.039170;-0.383154;0.224304;0.135943;1.152585;0.973888;1.088268;
0.039180;-0.383700;0.224794;0.136101;1.154871;0.976836;1.090974;
0.039190;-0.384243;0.225281;0.136259;1.157146;0.979774;1.093669;
0.039200;-0.384782;0.225767;0.136415;1.159411;0.982701;1.096353;
0.039210;-0.385317;0.226250;0.136569;1.161666;0.985619;1.099025;
0.039220;-0.385848;0.226731;0.136722;1.163911;0.988526;1.101686;
0.039230;-0.386375;0.227209;0.136874;1.166145;0.991424;1.104336;
0.039240;-0.386899;0.227686;0.137025;1.168369;0.994311;1.106974;
0.039250;-0.387419;0.228160;0.137174;1.170583;0.997189;1.109601;
0.039260;-0.387935;0.228632;0.137322;1.172786;1.000056;1.112217;
0.039270;-0.388447;0.229101;0.137468;1.174979;1.002913;1.114821;
0.039280;-0.388956;0.229569;0.137613;1.177162;1.005759;1.117414;
0.039290;-0.389460;0.230034;0.137757;1.179334;1.008596;1.119995;
0.039300;-0.389961;0.230497;0.137900;1.181496;1.011422;1.122565;
0.039310;-0.390458;0.230958;0.138041;1.183647;1.014239;1.125124;
0.039320;-0.390951;0.231416;0.138181;1.185787;1.017044;1.127671;
0.039330;-0.391440;0.231873;0.138319;1.187917;1.019840;1.130207;
0.039340;-0.391925;0.232327;0.138456;1.190037;1.022625;1.132731;
0.039350;-0.392406;0.232779;0.138592;1.192146;1.025400;1.135243;
0.039360;-0.392884;0.233228;0.138727;1.194244;1.028165;1.137744;
0.039370;-0.393357;0.233676;0.138860;1.196332;1.030919;1.140234;
0.039380;-0.393827;0.234121;0.138992;1.198408;1.033663;1.142712;
0.039390;-0.394292;0.234564;0.139123;1.200474;1.036397;1.145178;
0.039400;-0.394754;0.235004;0.139252;1.202530;1.039120;1.147633;
0.039410;-0.395212;0.235443;0.139380;1.204574;1.041833;1.150076;
0.039420;-0.395666;0.235879;0.139507;1.206607;1.044535;1.152507;
0.039430;-0.396115;0.236313;0.139632;1.208630;1.047227;1.154927;
0.039440;-0.396561;0.236744;0.139757;1.210641;1.049909;1.157335;
0.039450;-0.397003;0.237174;0.139879;1.212642;1.052580;1.159731;
0.039460;-0.397441;0.237601;0.140001;1.214631;1.055240;1.162116;
0.039470;-0.397875;0.238026;0.140121;1.216610;1.057891;1.164489;
0.039480;-0.398305;0.238449;0.140241;1.218577;1.060530;1.166851;
0.039490;-0.398730;0.238869;0.140358;1.220533;1.063159;1.169200;
0.039500;-0.399152;0.239288;0.140475;1.222477;1.065778;1.171538;
0.039510;-0.399570;0.239704;0.140590;1.224411;1.068386;1.173865;
0.039520;-0.399984;0.240117;0.140704;1.226333;1.070983;1.176179;
0.039530;-0.400394;0.240529;0.140817;1.228243;1.073570;1.178482;
0.039540;-0.400799;0.240938;0.140928;1.230142;1.076146;1.180773;
0.039550;-0.401201;0.241345;0.141038;1.232030;1.078711;1.183052;
0.039560;-0.401599;0.241750;0.141147;1.233906;1.081266;1.185320;
0.039570;-0.401992;0.242152;0.141255;1.235770;1.083811;1.187575;
0.039580;-0.402382;0.242552;0.141361;1.237623;1.086344;1.189819;
0.039590;-0.402767;0.242950;0.141467;1.239464;1.088867;1.192051;
0.039600;-0.403149;0.243346;0.141570;1.241293;1.091380;1.194271;
0.039610;-0.403526;0.243739;0.141673;1.243110;1.093881;1.196480;
0.039620;-0.403899;0.244130;0.141774;1.244915;1.096372;1.198676;
0.039630;-0.404268;0.244519;0.141875;1.246709;1.098853;1.200861;
0.039640;-0.404633;0.244906;0.141973;1.248490;1.101322;1.203034;
0.039650;-0.404994;0.245290;0.142071;1.250260;1.103781;1.205195;
0.039660;-0.405351;0.245672;0.142167;1.252017;1.106229;1.207344;
0.039670;-0.405704;0.246052;0.142262;1.253762;1.108666;1.209482;
0.039680;-0.406053;0.246429;0.142356;1.255495;1.111093;1.211607;
0.039690;-0.406397;0.246804;0.142449;1.257216;1.113508;1.213721;
0.039700;-0.406738;0.247177;0.142540;1.258924;1.115913;1.215822;
0.039710;-0.407074;0.247547;0.142630;1.260620;1.118307;1.217912;
0.039720;-0.407406;0.247916;0.142719;1.262303;1.120690;1.219990;
0.039730;-0.407734;0.248281;0.142806;1.263974;1.123063;1.222056;
0.039740;-0.408058;0.248645;0.142892;1.265632;1.125424;1.224110;
0.039750;-0.408378;0.249006;0.142977;1.267278;1.127775;1.226152;
0.039760;-0.408694;0.249365;0.143061;1.268911;1.130114;1.228183;
0.039770;-0.409005;0.249722;0.143143;1.270532;1.132443;1.230201;
0.039780;-0.409312;0.250076;0.143224;1.272139;1.134761;1.232207;
0.039790;-0.409616;0.250428;0.143304;1.273734;1.137068;1.234202;
0.039800;-0.409915;0.250777;0.143383;1.275316;1.139364;1.236184;
0.039810;-0.410210;0.251124;0.143460;1.276885;1.141649;1.238154;
0.039820;-0.410501;0.251469;0.143536;1.278441;1.143922;1.240113;
0.039830;-0.410787;0.251811;0.143611;1.279984;1.146185;1.242059;
0.039840;-0.411070;0.252151;0.143684;1.281514;1.148437;1.243994;
0.039850;-0.411348;0.252489;0.143756;1.283031;1.150678;1.245916;
0.039860;-0.411622;0.252824;0.143827;1.284535;1.152908;1.247827;
0.039870;-0.411892;0.253157;0.143896;1.286025;1.155127;1.249725;
0.039880;-0.412158;0.253488;0.143964;1.287503;1.157334;1.251611;
0.039890;-0.412420;0.253816;0.144031;1.288967;1.159531;1.253486;
0.039900;-0.412678;0.254142;0.144097;1.290417;1.161716;1.255348;
0.039910;-0.412931;0.254465;0.144161;1.291854;1.163891;1.257198;
0.039920;-0.413180;0.254786;0.144224;1.293278;1.166054;1.259036;
0.039930;-0.413425;0.255104;0.144286;1.294688;1.168206;1.260862;
0.039940;-0.413666;0.255420;0.144346;1.296085;1.170346;1.262676;
0.039950;-0.413903;0.255734;0.144405;1.297468;1.172476;1.264478;
0.039960;-0.414136;0.256045;0.144462;1.298838;1.174594;1.266268;
0.039970;-0.414364;0.256353;0.144519;1.300194;1.176701;1.268045;
0.039980;-0.414589;0.256660;0.144574;1.301537;1.178797;1.269810;
0.039990;-0.414809;0.256963;0.144627;1.302865;1.180881;1.271564;
0.040000;-0.415025;0.257265;0.144679;1.304180;1.182954;1.273305;
0.040010;-0.415237;0.257563;0.144730;1.305481;1.185016;1.275033;
0.040020;-0.415444;0.257860;0.144780;1.306769;1.187066;1.276750;
0.040030;-0.415648;0.258154;0.144828;1.308042;1.189105;1.278454;
0.040040;-0.415847;0.258445;0.144875;1.309302;1.191133;1.280146;
0.040050;-0.416043;0.258734;0.144920;1.310548;1.193149;1.281826;
0.040060;-0.416234;0.259020;0.144964;1.311780;1.195153;1.283494;
0.040070;-0.416421;0.259304;0.145007;1.312998;1.197147;1.285149;
0.040080;-0.416604;0.259585;0.145048;1.314202;1.199128;1.286792;
0.040090;-0.416782;0.259864;0.145088;1.315392;1.201098;1.288423;
0.040100;-0.416957;0.260140;0.145126;1.316568;1.203057;1.290041;
0.040110;-0.417127;0.260413;0.145163;1.317730;1.205004;1.291647;
0.040120;-0.417293;0.260684;0.145199;1.318878;1.206940;1.293241;
0.040130;-0.417455;0.260953;0.145233;1.320012;1.208863;1.294822;
0.040140;-0.417613;0.261219;0.145266;1.321132;1.210776;1.296391;
0.040150;-0.417767;0.261482;0.145297;1.322238;1.212676;1.297948;
0.040160;-0.417917;0.261743;0.145327;1.323329;1.214565;1.299492;
0.040170;-0.418062;0.262001;0.145356;1.324407;1.216442;1.301023;
0.040180;-0.418204;0.262257;0.145383;1.325470;1.218307;1.302543;
0.040190;-0.418341;0.262510;0.145409;1.326520;1.220161;1.304049;
0.040200;-0.418474;0.262760;0.145433;1.327555;1.222003;1.305543;
0.040210;-0.418603;0.263008;0.145455;1.328576;1.223833;1.307025;
0.040220;-0.418728;0.263253;0.145477;1.329583;1.225651;1.308494;
0.040230;-0.418849;0.263495;0.145497;1.330576;1.227457;1.309950;
0.040240;-0.418966;0.263735;0.145515;1.331554;1.229252;1.311394;
0.040250;-0.419078;0.263972;0.145532;1.332519;1.231034;1.312825;
0.040260;-0.419187;0.264207;0.145547;1.333469;1.232805;1.314244;
0.040270;-0.419291;0.264439;0.145561;1.334405;1.234564;1.315650;
0.040280;-0.419391;0.264668;0.145574;1.335327;1.236310;1.317043;
0.040290;-0.419487;0.264895;0.145585;1.336235;1.238045;1.318424;
0.040300;-0.419579;0.265119;0.145594;1.337129;1.239767;1.319792;
0.040310;-0.419667;0.265340;0.145602;1.338009;1.241478;1.321147;
0.040320;-0.419751;0.265558;0.145608;1.338874;1.243176;1.322489;
0.040330;-0.419831;0.265774;0.145613;1.339725;1.244862;1.323819;
0.040340;-0.419906;0.265987;0.145617;1.340563;1.246537;1.325135;
0.040350;-0.419978;0.266198;0.145619;1.341386;1.248198;1.326439;
0.040360;-0.420045;0.266406;0.145619;1.342195;1.249848;1.327730;
0.040370;-0.420108;0.266611;0.145618;1.342990;1.251486;1.329009;
0.040380;-0.420168;0.266813;0.145616;1.343771;1.253111;1.330274;
0.040390;-0.420223;0.267013;0.145612;1.344537;1.254724;1.331526;
0.040400;-0.420274;0.267210;0.145606;1.345290;1.256325;1.332766;
0.040410;-0.420321;0.267404;0.145599;1.346029;1.257913;1.333992;
0.040420;-0.420363;0.267595;0.145590;1.346754;1.259489;1.335206;
0.040430;-0.420402;0.267784;0.145580;1.347465;1.261052;1.336406;
0.040440;-0.420437;0.267970;0.145568;1.348162;1.262603;1.337593;
0.040450;-0.420468;0.268153;0.145555;1.348844;1.264142;1.338768;
0.040460;-0.420494;0.268334;0.145540;1.349513;1.265668;1.339929;
0.040470;-0.420517;0.268511;0.145524;1.350169;1.267182;1.341077;
0.040480;-0.420535;0.268686;0.145506;1.350810;1.268683;1.342212;
0.040490;-0.420549;0.268859;0.145486;1.351437;1.270172;1.343334;
0.040500;-0.420560;0.269028;0.145465;1.352051;1.271648;1.344443;
0.040510;-0.420566;0.269195;0.145443;1.352650;1.273112;1.345538;
0.040520;-0.420568;0.269359;0.145418;1.353236;1.274563;1.346620;
0.040530;-0.420566;0.269520;0.145393;1.353809;1.276001;1.347689;
0.040540;-0.420560;0.269678;0.145366;1.354367;1.277427;1.348745;
0.040550;-0.420550;0.269834;0.145337;1.354912;1.278840;1.349788;
0.040560;-0.420536;0.269987;0.145306;1.355443;1.280240;1.350817;
0.040570;-0.420517;0.270137;0.145275;1.355960;1.281627;1.351833;
0.040580;-0.420495;0.270284;0.145241;1.356464;1.283002;1.352835;
0.040590;-0.420469;0.270429;0.145206;1.356954;1.284364;1.353824;
0.040600;-0.420438;0.270570;0.145170;1.357431;1.285713;1.354800;
0.040610;-0.420404;0.270709;0.145131;1.357894;1.287050;1.355762;
0.040620;-0.420365;0.270845;0.145092;1.358344;1.288373;1.356711;
0.040630;-0.420323;0.270979;0.145051;1.358780;1.289684;1.357646;
0.040640;-0.420276;0.271109;0.145008;1.359202;1.290981;1.358568;
0.040650;-0.420225;0.271237;0.144963;1.359612;1.292266;1.359476;
0.040660;-0.420171;0.271362;0.144917;1.360007;1.293538;1.360371;
0.040670;-0.420112;0.271484;0.144870;1.360390;1.294797;1.361252;
0.040680;-0.420049;0.271603;0.144821;1.360759;1.296043;1.362120;
0.040690;-0.419982;0.271720;0.144771;1.361115;1.297276;1.362974;
0.040700;-0.419911;0.271834;0.144718;1.361457;1.298496;1.363815;
0.040710;-0.419836;0.271945;0.144665;1.361787;1.299703;1.364642;
0.040720;-0.419757;0.272053;0.144610;1.362103;1.300897;1.365455;
0.040730;-0.419674;0.272158;0.144553;1.362405;1.302078;1.366254;
0.040740;-0.419587;0.272261;0.144495;1.362695;1.303245;1.367040;
0.040750;-0.419496;0.272361;0.144435;1.362972;1.304400;1.367812;
0.040760;-0.419400;0.272458;0.144373;1.363235;1.305542;1.368571;
0.040770;-0.419301;0.272552;0.144311;1.363486;1.306670;1.369316;
0.040780;-0.419197;0.272644;0.144246;1.363723;1.307785;1.370047;
0.040790;-0.419090;0.272732;0.144180;1.363947;1.308887;1.370764;
0.040800;-0.418978;0.272818;0.144113;1.364158;1.309976;1.371467;
0.040810;-0.418863;0.272901;0.144044;1.364357;1.311052;1.372157;
0.040820;-0.418743;0.272982;0.143973;1.364542;1.312114;1.372833;
0.040830;-0.418620;0.273059;0.143901;1.364714;1.313164;1.373495;
0.040840;-0.418492;0.273134;0.143828;1.364874;1.314200;1.374143;
0.040850;-0.418360;0.273206;0.143753;1.365020;1.315222;1.374778;
0.040860;-0.418224;0.273275;0.143676;1.365154;1.316232;1.375398;
0.040870;-0.418084;0.273342;0.143598;1.365275;1.317228;1.376005;
0.040880;-0.417940;0.273405;0.143518;1.365383;1.318211;1.376598;
0.040890;-0.417792;0.273466;0.143437;1.365478;1.319181;1.377177;
0.040900;-0.417640;0.273524;0.143355;1.365561;1.320137;1.377742;
0.040910;-0.417484;0.273580;0.143271;1.365630;1.321080;1.378293;
0.040920;-0.417324;0.273633;0.143185;1.365687;1.322010;1.378830;
0.040930;-0.417159;0.273682;0.143098;1.365732;1.322926;1.379353;
0.040940;-0.416991;0.273730;0.143010;1.365763;1.323829;1.379863;
0.040950;-0.416819;0.273774;0.142920;1.365782;1.324719;1.380358;
0.040960;-0.416642;0.273815;0.142828;1.365788;1.325595;1.380839;
0.040970;-0.416462;0.273854;0.142735;1.365782;1.326458;1.381307;
0.040980;-0.416277;0.273891;0.142641;1.365763;1.327308;1.381760;
0.040990;-0.416088;0.273924;0.142545;1.365731;1.328144;1.382200;
0.041000;-0.415895;0.273955;0.142448;1.365686;1.328967;1.382625;
0.041010;-0.415699;0.273982;0.142349;1.365629;1.329776;1.383037;
0.041020;-0.415498;0.274008;0.142249;1.365560;1.330572;1.383434;
0.041030;-0.415293;0.274030;0.142148;1.365478;1.331355;1.383818;
0.041040;-0.415084;0.274050;0.142045;1.365383;1.332124;1.384188;
0.041050;-0.414870;0.274067;0.141940;1.365275;1.332880;1.384543;
0.041060;-0.414653;0.274081;0.141834;1.365155;1.333622;1.384885;
0.041070;-0.414432;0.274093;0.141727;1.365023;1.334351;1.385212;
0.041080;-0.414207;0.274102;0.141618;1.364878;1.335067;1.385526;
0.041090;-0.413977;0.274108;0.141508;1.364720;1.335769;1.385825;
0.041100;-0.413744;0.274111;0.141397;1.364550;1.336458;1.386111;
0.041110;-0.413506;0.274112;0.141284;1.364367;1.337133;1.386383;
0.041120;-0.413264;0.274110;0.141170;1.364172;1.337795;1.386640;
0.041130;-0.413019;0.274106;0.141054;1.363964;1.338443;1.386884;
0.041140;-0.412769;0.274098;0.140937;1.363744;1.339078;1.387113;
0.041150;-0.412515;0.274088;0.140819;1.363511;1.339700;1.387329;
0.041160;-0.412257;0.274076;0.140699;1.363265;1.340308;1.387531;
0.041170;-0.411995;0.274061;0.140578;1.363007;1.340903;1.387718;
0.041180;-0.411729;0.274043;0.140455;1.362736;1.341484;1.387892;
0.041190;-0.411458;0.274022;0.140332;1.362453;1.342052;1.388051;
0.041200;-0.411184;0.273999;0.140206;1.362157;1.342606;1.388197;
0.041210;-0.410906;0.273973;0.140080;1.361849;1.343147;1.388329;
0.041220;-0.410623;0.273944;0.139952;1.361528;1.343675;1.388447;
0.041230;-0.410337;0.273913;0.139823;1.361194;1.344189;1.388550;
0.041240;-0.410046;0.273879;0.139692;1.360848;1.344690;1.388640;
0.041250;-0.409751;0.273842;0.139561;1.360489;1.345177;1.388716;
0.041260;-0.409453;0.273803;0.139427;1.360118;1.345651;1.388778;
0.041270;-0.409150;0.273761;0.139293;1.359734;1.346112;1.388826;
0.041280;-0.408843;0.273716;0.139157;1.359337;1.346559;1.388860;
0.041290;-0.408532;0.273669;0.139020;1.358928;1.346993;1.388880;
0.041300;-0.408217;0.273619;0.138881;1.358506;1.347413;1.388886;
0.041310;-0.407897;0.273567;0.138742;1.358071;1.347820;1.388879;
0.041320;-0.407574;0.273512;0.138601;1.357623;1.348214;1.388857;
0.041330;-0.407247;0.273454;0.138458;1.357163;1.348594;1.388822;
0.041340;-0.406915;0.273394;0.138315;1.356690;1.348961;1.388772;
0.041350;-0.406580;0.273331;0.138170;1.356205;1.349314;1.388709;
0.041360;-0.406240;0.273266;0.138024;1.355706;1.349654;1.388632;
0.041370;-0.405897;0.273197;0.137876;1.355195;1.349981;1.388541;
0.041380;-0.405549;0.273127;0.137728;1.354671;1.350295;1.388437;
0.041390;-0.405197;0.273053;0.137578;1.354134;1.350595;1.388318;
0.041400;-0.404842;0.272977;0.137426;1.353584;1.350882;1.388186;
0.041410;-0.404482;0.272899;0.137274;1.353021;1.351155;1.388040;
0.041420;-0.404118;0.272818;0.137120;1.352446;1.351415;1.387880;
0.041430;-0.403750;0.272734;0.136965;1.351857;1.351662;1.387706;
