time;SM_circuit_vTermA;SM_circuit_vTermB;SM_circuit_vTermC;SM_circuit_iStatorA;SM_circuit_iStatorB;SM_circuit_iStatorC;SM_circuit_Wr;SM_circuit_Te;
0.148720;0.005588;-0.006081;0.000494;-2.796408;3.040973;-0.244565;0.991852;0.416994;
0.148730;0.005595;-0.006077;0.000482;-2.799915;3.038677;-0.238763;0.991852;0.406476;
0.148740;0.005602;-0.006072;0.000470;-2.803403;3.036361;-0.232958;0.991851;0.395953;
0.148750;0.005609;-0.006067;0.000459;-2.806873;3.034023;-0.227150;0.991851;0.385427;
0.148760;0.005616;-0.006063;0.000447;-2.810324;3.031664;-0.221340;0.991850;0.374896;
0.148770;0.005623;-0.006058;0.000436;-2.813756;3.029283;-0.215527;0.991850;0.364362;
0.148780;0.005629;-0.006053;0.000424;-2.817170;3.026882;-0.209712;0.991850;0.353824;
0.148790;0.005636;-0.006048;0.000412;-2.820565;3.024459;-0.203895;0.991849;0.343283;
0.148800;0.005643;-0.006044;0.000401;-2.823941;3.022016;-0.198075;0.991849;0.332739;
0.148810;0.005650;-0.006039;0.000389;-2.827298;3.019551;-0.192253;0.991849;0.322191;
0.148820;0.005656;-0.006034;0.000377;-2.830637;3.017065;-0.186429;0.991848;0.311641;
0.148830;0.005663;-0.006029;0.000366;-2.833956;3.014559;-0.180603;0.991848;0.301088;
0.148840;0.005670;-0.006024;0.000354;-2.837256;3.012032;-0.174775;0.991848;0.290533;
0.148850;0.005676;-0.006019;0.000342;-2.840538;3.009484;-0.168946;0.991847;0.279975;
0.148860;0.005683;-0.006013;0.000331;-2.843800;3.006915;-0.163115;0.991847;0.269415;
0.148870;0.005689;-0.006008;0.000319;-2.847043;3.004325;-0.157282;0.991847;0.258853;
0.148880;0.005696;-0.006003;0.000307;-2.850266;3.001715;-0.151449;0.991847;0.248290;
0.148890;0.005702;-0.005998;0.000296;-2.853471;2.999084;-0.145613;0.991846;0.237725;
0.148900;0.005708;-0.005993;0.000284;-2.856656;2.996432;-0.139777;0.991846;0.227158;
0.148910;0.005715;-0.005987;0.000272;-2.859821;2.993760;-0.133939;0.991846;0.216591;
0.148920;0.005721;-0.005982;0.000261;-2.862967;2.991068;-0.128101;0.991846;0.206022;
0.148930;0.005727;-0.005976;0.000249;-2.866094;2.988355;-0.122261;0.991846;0.195453;
0.148940;0.005734;-0.005971;0.000237;-2.869201;2.985622;-0.116421;0.991845;0.184883;
0.148950;0.005740;-0.005966;0.000226;-2.872288;2.982868;-0.110580;0.991845;0.174312;
0.148960;0.005746;-0.005960;0.000214;-2.875356;2.980094;-0.104738;0.991845;0.163741;
0.148970;0.005752;-0.005954;0.000202;-2.878404;2.977300;-0.098896;0.991845;0.153171;
0.148980;0.005758;-0.005949;0.000191;-2.881432;2.974485;-0.093054;0.991845;0.142600;
0.148990;0.005764;-0.005943;0.000179;-2.884440;2.971651;-0.087211;0.991845;0.132030;
0.149000;0.005770;-0.005938;0.000167;-2.887428;2.968796;-0.081368;0.991844;0.121460;
0.149010;0.005776;-0.005932;0.000156;-2.890397;2.965921;-0.075525;0.991844;0.110890;
0.149020;0.005782;-0.005926;0.000144;-2.893345;2.963027;-0.069682;0.991844;0.100322;
0.149030;0.005788;-0.005920;0.000132;-2.896274;2.960112;-0.063839;0.991844;0.089755;
0.149040;0.005794;-0.005914;0.000121;-2.899182;2.957178;-0.057996;0.991844;0.079189;
0.149050;0.005800;-0.005908;0.000109;-2.902070;2.954224;-0.052154;0.991844;0.068624;
0.149060;0.005805;-0.005903;0.000097;-2.904938;2.951250;-0.046312;0.991844;0.058061;
0.149070;0.005811;-0.005897;0.000086;-2.907786;2.948256;-0.040470;0.991844;0.047499;
0.149080;0.005817;-0.005891;0.000074;-2.910613;2.945243;-0.034629;0.991844;0.036940;
0.149090;0.005822;-0.005884;0.000062;-2.913420;2.942210;-0.028789;0.991844;0.026383;
0.149100;0.005828;-0.005878;0.000051;-2.916207;2.939157;-0.022950;0.991844;0.015828;
0.149110;0.005833;-0.005872;0.000039;-2.918973;2.936085;-0.017112;0.991844;0.005276;
0.149120;0.005839;-0.005866;0.000027;-2.921719;2.932994;-0.011274;0.991844;-0.005274;
0.149130;0.005844;-0.005860;0.000016;-2.924445;2.929883;-0.005438;0.991844;-0.015821;
0.149140;0.005850;-0.005854;0.000004;-2.927149;2.926753;0.000397;0.991844;-0.026365;
0.149150;0.005855;-0.005847;-0.000008;-2.929834;2.923603;0.006230;0.991844;-0.036905;
0.149160;0.005861;-0.005841;-0.000019;-2.932497;2.920435;0.012062;0.991844;-0.047442;
0.149170;0.005866;-0.005835;-0.000031;-2.935140;2.917247;0.017893;0.991844;-0.057976;
0.149180;0.005871;-0.005828;-0.000043;-2.937762;2.914040;0.023722;0.991844;-0.068505;
0.149190;0.005876;-0.005822;-0.000054;-2.940364;2.910815;0.029549;0.991844;-0.079031;
0.149200;0.005881;-0.005815;-0.000066;-2.942944;2.907570;0.035375;0.991844;-0.089553;
0.149210;0.005887;-0.005809;-0.000078;-2.945504;2.904306;0.041198;0.991844;-0.100070;
0.149220;0.005892;-0.005802;-0.000089;-2.948043;2.901024;0.047019;0.991844;-0.110582;
0.149230;0.005897;-0.005796;-0.000101;-2.950561;2.897723;0.052838;0.991844;-0.121090;
0.149240;0.005902;-0.005789;-0.000113;-2.953058;2.894403;0.058655;0.991845;-0.131593;
0.149250;0.005907;-0.005782;-0.000124;-2.955534;2.891064;0.064470;0.991845;-0.142091;
0.149260;0.005912;-0.005776;-0.000136;-2.957989;2.887707;0.070282;0.991845;-0.152584;
0.149270;0.005917;-0.005769;-0.000147;-2.960423;2.884331;0.076092;0.991845;-0.163071;
0.149280;0.005921;-0.005762;-0.000159;-2.962836;2.880937;0.081899;0.991845;-0.173553;
0.149290;0.005926;-0.005755;-0.000171;-2.965227;2.877524;0.087703;0.991845;-0.184029;
0.149300;0.005931;-0.005749;-0.000182;-2.967598;2.874094;0.093504;0.991846;-0.194499;
0.149310;0.005936;-0.005742;-0.000194;-2.969947;2.870644;0.099302;0.991846;-0.204962;
0.149320;0.005940;-0.005735;-0.000205;-2.972275;2.867177;0.105098;0.991846;-0.215420;
0.149330;0.005945;-0.005728;-0.000217;-2.974581;2.863691;0.110890;0.991846;-0.225871;
0.149340;0.005950;-0.005721;-0.000229;-2.976867;2.860188;0.116679;0.991846;-0.236315;
0.149350;0.005954;-0.005714;-0.000240;-2.979131;2.856666;0.122464;0.991847;-0.246752;
0.149360;0.005959;-0.005707;-0.000252;-2.981373;2.853127;0.128246;0.991847;-0.257182;
0.149370;0.005963;-0.005700;-0.000263;-2.983594;2.849569;0.134025;0.991847;-0.267605;
0.149380;0.005967;-0.005693;-0.000275;-2.985794;2.845994;0.139800;0.991847;-0.278021;
0.149390;0.005972;-0.005685;-0.000286;-2.987972;2.842401;0.145571;0.991848;-0.288429;
0.149400;0.005976;-0.005678;-0.000298;-2.990129;2.838791;0.151338;0.991848;-0.298829;
0.149410;0.005980;-0.005671;-0.000309;-2.992264;2.835162;0.157101;0.991848;-0.309221;
0.149420;0.005985;-0.005664;-0.000321;-2.994377;2.831517;0.162860;0.991849;-0.319605;
0.149430;0.005989;-0.005656;-0.000332;-2.996469;2.827853;0.168615;0.991849;-0.329981;
0.149440;0.005993;-0.005649;-0.000344;-2.998539;2.824173;0.174366;0.991849;-0.340348;
0.149450;0.005997;-0.005642;-0.000355;-3.000588;2.820475;0.180113;0.991850;-0.350706;
0.149460;0.006001;-0.005634;-0.000367;-3.002614;2.816760;0.185855;0.991850;-0.361056;
0.149470;0.006005;-0.005627;-0.000378;-3.004619;2.813027;0.191592;0.991850;-0.371397;
0.149480;0.006009;-0.005619;-0.000390;-3.006603;2.809278;0.197325;0.991851;-0.381728;
0.149490;0.006013;-0.005612;-0.000401;-3.008564;2.805511;0.203053;0.991851;-0.392051;
0.149500;0.006017;-0.005604;-0.000413;-3.010504;2.801728;0.208776;0.991852;-0.402363;
0.149510;0.006021;-0.005597;-0.000424;-3.012422;2.797927;0.214494;0.991852;-0.412666;
0.149520;0.006025;-0.005589;-0.000436;-3.014318;2.794110;0.220208;0.991852;-0.422959;
0.149530;0.006028;-0.005581;-0.000447;-3.016192;2.790276;0.225916;0.991853;-0.433242;
0.149540;0.006032;-0.005574;-0.000458;-3.018044;2.786426;0.231618;0.991853;-0.443514;
0.149550;0.006036;-0.005566;-0.000470;-3.019874;2.782558;0.237316;0.991854;-0.453777;
0.149560;0.006040;-0.005558;-0.000481;-3.021682;2.778674;0.243008;0.991854;-0.464028;
0.149570;0.006043;-0.005550;-0.000493;-3.023469;2.774774;0.248695;0.991855;-0.474269;
0.149580;0.006047;-0.005543;-0.000504;-3.025233;2.770858;0.254375;0.991855;-0.484499;
0.149590;0.006050;-0.005535;-0.000515;-3.026975;2.766925;0.260051;0.991856;-0.494717;
0.149600;0.006054;-0.005527;-0.000527;-3.028695;2.762975;0.265720;0.991856;-0.504925;
0.149610;0.006057;-0.005519;-0.000538;-3.030393;2.759010;0.271383;0.991857;-0.515121;
0.149620;0.006060;-0.005511;-0.000549;-3.032069;2.755028;0.277041;0.991857;-0.525305;
0.149630;0.006064;-0.005503;-0.000561;-3.033723;2.751031;0.282692;0.991858;-0.535478;
0.149640;0.006067;-0.005495;-0.000572;-3.035355;2.747018;0.288337;0.991858;-0.545638;
0.149650;0.006070;-0.005487;-0.000583;-3.036964;2.742988;0.293976;0.991859;-0.555787;
0.149660;0.006073;-0.005479;-0.000594;-3.038552;2.738943;0.299609;0.991859;-0.565923;
0.149670;0.006077;-0.005471;-0.000606;-3.040117;2.734882;0.305235;0.991860;-0.576046;
0.149680;0.006080;-0.005463;-0.000617;-3.041660;2.730806;0.310854;0.991860;-0.586157;
0.149690;0.006083;-0.005455;-0.000628;-3.043181;2.726714;0.316467;0.991861;-0.596255;
0.149700;0.006086;-0.005446;-0.000639;-3.044679;2.722607;0.322073;0.991862;-0.606340;
0.149710;0.006089;-0.005438;-0.000651;-3.046155;2.718484;0.327672;0.991862;-0.616412;
0.149720;0.006092;-0.005430;-0.000662;-3.047609;2.714346;0.333264;0.991863;-0.626470;
0.149730;0.006095;-0.005422;-0.000673;-3.049041;2.710192;0.338849;0.991864;-0.636516;
0.149740;0.006097;-0.005413;-0.000684;-3.050450;2.706024;0.344427;0.991864;-0.646547;
0.149750;0.006100;-0.005405;-0.000695;-3.051837;2.701840;0.349997;0.991865;-0.656564;
0.149760;0.006103;-0.005396;-0.000706;-3.053202;2.697641;0.355560;0.991865;-0.666568;
0.149770;0.006106;-0.005388;-0.000718;-3.054544;2.693428;0.361116;0.991866;-0.676557;
0.149780;0.006108;-0.005380;-0.000729;-3.055864;2.689199;0.366665;0.991867;-0.686532;
0.149790;0.006111;-0.005371;-0.000740;-3.057162;2.684956;0.372205;0.991868;-0.696493;
0.149800;0.006113;-0.005363;-0.000751;-3.058437;2.680698;0.377738;0.991868;-0.706438;
0.149810;0.006116;-0.005354;-0.000762;-3.059690;2.676426;0.383264;0.991869;-0.716369;
0.149820;0.006118;-0.005346;-0.000773;-3.060920;2.672139;0.388781;0.991870;-0.726285;
0.149830;0.006121;-0.005337;-0.000784;-3.062128;2.667838;0.394290;0.991870;-0.736186;
0.149840;0.006123;-0.005328;-0.000795;-3.063313;2.663522;0.399791;0.991871;-0.746071;
0.149850;0.006126;-0.005320;-0.000806;-3.064476;2.659192;0.405285;0.991872;-0.755941;
0.149860;0.006128;-0.005311;-0.000817;-3.065617;2.654848;0.410769;0.991873;-0.765796;
0.149870;0.006130;-0.005302;-0.000828;-3.066735;2.650489;0.416246;0.991873;-0.775634;
0.149880;0.006132;-0.005294;-0.000839;-3.067831;2.646117;0.421714;0.991874;-0.785456;
0.149890;0.006134;-0.005285;-0.000850;-3.068904;2.641731;0.427173;0.991875;-0.795263;
0.149900;0.006137;-0.005276;-0.000861;-3.069955;2.637331;0.432624;0.991876;-0.805053;
0.149910;0.006139;-0.005267;-0.000871;-3.070983;2.632917;0.438066;0.991877;-0.814826;
0.149920;0.006141;-0.005258;-0.000882;-3.071989;2.628489;0.443500;0.991877;-0.824583;
0.149930;0.006143;-0.005250;-0.000893;-3.072972;2.624048;0.448924;0.991878;-0.834324;
0.149940;0.006145;-0.005241;-0.000904;-3.073933;2.619593;0.454340;0.991879;-0.844047;
0.149950;0.006147;-0.005232;-0.000915;-3.074871;2.615125;0.459746;0.991880;-0.853753;
0.149960;0.006148;-0.005223;-0.000926;-3.075787;2.610643;0.465143;0.991881;-0.863442;
0.149970;0.006150;-0.005214;-0.000936;-3.076680;2.606149;0.470531;0.991882;-0.873113;
0.149980;0.006152;-0.005205;-0.000947;-3.077551;2.601641;0.475910;0.991883;-0.882767;
0.149990;0.006154;-0.005196;-0.000958;-3.078399;2.597119;0.481279;0.991883;-0.892403;
0.150000;0.006155;-0.005187;-0.000969;-3.079225;2.592585;0.486639;0.991884;-0.902022;
0.150010;0.006157;-0.005178;-0.000979;-3.080028;2.588038;0.491989;0.991885;-0.911622;
0.150020;0.006159;-0.005169;-0.000990;-3.080808;2.583479;0.497330;0.991886;-0.921204;
0.150030;0.006160;-0.005159;-0.001001;-3.081566;2.578906;0.502660;0.991887;-0.930768;
0.150040;0.006162;-0.005150;-0.001011;-3.082302;2.574321;0.507981;0.991888;-0.940313;
0.150050;0.006163;-0.005141;-0.001022;-3.083015;2.569723;0.513292;0.991889;-0.949839;
0.150060;0.006164;-0.005132;-0.001033;-3.083705;2.565112;0.518593;0.991890;-0.959347;
0.150070;0.006166;-0.005123;-0.001043;-3.084373;2.560490;0.523884;0.991891;-0.968836;
0.150080;0.006167;-0.005113;-0.001054;-3.085019;2.555855;0.529164;0.991892;-0.978306;
0.150090;0.006168;-0.005104;-0.001064;-3.085642;2.551207;0.534435;0.991893;-0.987756;
0.150100;0.006170;-0.005095;-0.001075;-3.086242;2.546548;0.539694;0.991894;-0.997187;
0.150110;0.006171;-0.005085;-0.001085;-3.086820;2.541876;0.544944;0.991895;-1.006599;
0.150120;0.006172;-0.005076;-0.001096;-3.087376;2.537193;0.550183;0.991896;-1.015990;
0.150130;0.006173;-0.005067;-0.001106;-3.087909;2.532498;0.555411;0.991897;-1.025362;
0.150140;0.006174;-0.005057;-0.001117;-3.088419;2.527790;0.560629;0.991898;-1.034714;
0.150150;0.006175;-0.005048;-0.001127;-3.088907;2.523072;0.565835;0.991899;-1.044046;
0.150160;0.006176;-0.005038;-0.001137;-3.089372;2.518341;0.571031;0.991900;-1.053357;
0.150170;0.006177;-0.005029;-0.001148;-3.089815;2.513599;0.576216;0.991901;-1.062648;
0.150180;0.006178;-0.005019;-0.001158;-3.090236;2.508846;0.581390;0.991902;-1.071919;
0.150190;0.006178;-0.005010;-0.001169;-3.090634;2.504081;0.586553;0.991903;-1.081168;
0.150200;0.006179;-0.005000;-0.001179;-3.091010;2.499305;0.591705;0.991904;-1.090397;
0.150210;0.006180;-0.004991;-0.001189;-3.091363;2.494518;0.596845;0.991905;-1.099605;
0.150220;0.006181;-0.004981;-0.001199;-3.091693;2.489720;0.601974;0.991906;-1.108791;
0.150230;0.006181;-0.004972;-0.001210;-3.092002;2.484911;0.607091;0.991908;-1.117957;
0.150240;0.006182;-0.004962;-0.001220;-3.092288;2.480090;0.612197;0.991909;-1.127100;
0.150250;0.006182;-0.004952;-0.001230;-3.092551;2.475260;0.617292;0.991910;-1.136223;
0.150260;0.006183;-0.004943;-0.001240;-3.092792;2.470418;0.622374;0.991911;-1.145323;
0.150270;0.006183;-0.004933;-0.001250;-3.093011;2.465566;0.627445;0.991912;-1.154402;
0.150280;0.006184;-0.004923;-0.001260;-3.093207;2.460703;0.632504;0.991913;-1.163458;
0.150290;0.006184;-0.004914;-0.001271;-3.093381;2.455830;0.637551;0.991914;-1.172493;
0.150300;0.006184;-0.004904;-0.001281;-3.093533;2.450946;0.642586;0.991916;-1.181505;
0.150310;0.006185;-0.004894;-0.001291;-3.093662;2.446053;0.647609;0.991917;-1.190494;
0.150320;0.006185;-0.004884;-0.001301;-3.093769;2.441149;0.652620;0.991918;-1.199462;
0.150330;0.006185;-0.004874;-0.001311;-3.093854;2.436235;0.657619;0.991919;-1.208406;
0.150340;0.006185;-0.004865;-0.001321;-3.093916;2.431311;0.662605;0.991920;-1.217327;
0.150350;0.006185;-0.004855;-0.001331;-3.093956;2.426377;0.667579;0.991922;-1.226226;
0.150360;0.006185;-0.004845;-0.001341;-3.093974;2.421433;0.672541;0.991923;-1.235101;
0.150370;0.006185;-0.004835;-0.001350;-3.093969;2.416480;0.677490;0.991924;-1.243954;
0.150380;0.006185;-0.004825;-0.001360;-3.093943;2.411517;0.682426;0.991925;-1.252782;
0.150390;0.006185;-0.004815;-0.001370;-3.093894;2.406544;0.687349;0.991927;-1.261588;
0.150400;0.006185;-0.004805;-0.001380;-3.093823;2.401562;0.692260;0.991928;-1.270369;
0.150410;0.006185;-0.004795;-0.001390;-3.093730;2.396571;0.697158;0.991929;-1.279127;
0.150420;0.006185;-0.004785;-0.001400;-3.093614;2.391571;0.702043;0.991930;-1.287861;
0.150430;0.006185;-0.004775;-0.001409;-3.093477;2.386561;0.706915;0.991932;-1.296571;
0.150440;0.006184;-0.004765;-0.001419;-3.093317;2.381543;0.711774;0.991933;-1.305257;
0.150450;0.006184;-0.004755;-0.001429;-3.093135;2.376515;0.716620;0.991934;-1.313918;
0.150460;0.006184;-0.004745;-0.001438;-3.092931;2.371478;0.721453;0.991936;-1.322555;
0.150470;0.006183;-0.004735;-0.001448;-3.092706;2.366433;0.726272;0.991937;-1.331167;
0.150480;0.006183;-0.004725;-0.001458;-3.092458;2.361379;0.731078;0.991938;-1.339755;
0.150490;0.006182;-0.004715;-0.001467;-3.092188;2.356317;0.735871;0.991940;-1.348318;
0.150500;0.006182;-0.004705;-0.001477;-3.091896;2.351246;0.740650;0.991941;-1.356856;
0.150510;0.006181;-0.004695;-0.001486;-3.091582;2.346166;0.745416;0.991942;-1.365369;
0.150520;0.006180;-0.004684;-0.001496;-3.091246;2.341079;0.750167;0.991944;-1.373856;
0.150530;0.006180;-0.004674;-0.001505;-3.090888;2.335983;0.754906;0.991945;-1.382319;
0.150540;0.006179;-0.004664;-0.001515;-3.090509;2.330879;0.759630;0.991946;-1.390756;
0.150550;0.006178;-0.004654;-0.001524;-3.090107;2.325767;0.764340;0.991948;-1.399167;
0.150560;0.006177;-0.004644;-0.001534;-3.089684;2.320647;0.769037;0.991949;-1.407553;
0.150570;0.006176;-0.004633;-0.001543;-3.089239;2.315519;0.773720;0.991951;-1.415913;
0.150580;0.006175;-0.004623;-0.001552;-3.088772;2.310384;0.778388;0.991952;-1.424247;
0.150590;0.006174;-0.004613;-0.001562;-3.088283;2.305241;0.783042;0.991954;-1.432555;
0.150600;0.006173;-0.004602;-0.001571;-3.087773;2.300090;0.787683;0.991955;-1.440836;
0.150610;0.006172;-0.004592;-0.001580;-3.087241;2.294932;0.792309;0.991956;-1.449092;
0.150620;0.006171;-0.004582;-0.001590;-3.086687;2.289767;0.796920;0.991958;-1.457321;
0.150630;0.006170;-0.004571;-0.001599;-3.086111;2.284594;0.801517;0.991959;-1.465524;
0.150640;0.006169;-0.004561;-0.001608;-3.085514;2.279414;0.806100;0.991961;-1.473700;
0.150650;0.006168;-0.004551;-0.001617;-3.084895;2.274227;0.810668;0.991962;-1.481849;
0.150660;0.006167;-0.004540;-0.001626;-3.084255;2.269033;0.815222;0.991964;-1.489971;
0.150670;0.006165;-0.004530;-0.001635;-3.083593;2.263832;0.819761;0.991965;-1.498067;
0.150680;0.006164;-0.004520;-0.001644;-3.082910;2.258625;0.824285;0.991967;-1.506135;
0.150690;0.006163;-0.004509;-0.001653;-3.082205;2.253411;0.828794;0.991968;-1.514176;
0.150700;0.006161;-0.004499;-0.001662;-3.081479;2.248190;0.833289;0.991970;-1.522190;
0.150710;0.006160;-0.004488;-0.001671;-3.080731;2.242962;0.837769;0.991971;-1.530176;
0.150720;0.006158;-0.004478;-0.001680;-3.079962;2.237729;0.842233;0.991973;-1.538135;
0.150730;0.006157;-0.004467;-0.001689;-3.079172;2.232489;0.846683;0.991974;-1.546066;
0.150740;0.006155;-0.004457;-0.001698;-3.078360;2.227242;0.851117;0.991976;-1.553970;
0.150750;0.006153;-0.004446;-0.001707;-3.077527;2.221990;0.855537;0.991978;-1.561845;
0.150760;0.006152;-0.004436;-0.001716;-3.076673;2.216732;0.859941;0.991979;-1.569693;
0.150770;0.006150;-0.004425;-0.001724;-3.075797;2.211467;0.864330;0.991981;-1.577513;
0.150780;0.006148;-0.004415;-0.001733;-3.074900;2.206197;0.868703;0.991982;-1.585304;
0.150790;0.006146;-0.004404;-0.001742;-3.073983;2.200922;0.873061;0.991984;-1.593067;
0.150800;0.006144;-0.004394;-0.001751;-3.073044;2.195640;0.877404;0.991985;-1.600802;
0.150810;0.006142;-0.004383;-0.001759;-3.072084;2.190353;0.881731;0.991987;-1.608508;
0.150820;0.006141;-0.004373;-0.001768;-3.071103;2.185061;0.886042;0.991989;-1.616186;
0.150830;0.006139;-0.004362;-0.001777;-3.070101;2.179763;0.890338;0.991990;-1.623835;
0.150840;0.006137;-0.004351;-0.001785;-3.069078;2.174460;0.894618;0.991992;-1.631455;
0.150850;0.006134;-0.004341;-0.001794;-3.068034;2.169152;0.898882;0.991994;-1.639046;
0.150860;0.006132;-0.004330;-0.001802;-3.066969;2.163838;0.903131;0.991995;-1.646608;
0.150870;0.006130;-0.004320;-0.001811;-3.065884;2.158520;0.907363;0.991997;-1.654142;
0.150880;0.006128;-0.004309;-0.001819;-3.064777;2.153197;0.911580;0.991998;-1.661646;
0.150890;0.006126;-0.004298;-0.001827;-3.063650;2.147869;0.915781;0.992000;-1.669120;
0.150900;0.006123;-0.004288;-0.001836;-3.062502;2.142537;0.919965;0.992002;-1.676566;
0.150910;0.006121;-0.004277;-0.001844;-3.061334;2.137200;0.924134;0.992003;-1.683981;
0.150920;0.006119;-0.004266;-0.001853;-3.060144;2.131858;0.928286;0.992005;-1.691368;
0.150930;0.006116;-0.004256;-0.001861;-3.058935;2.126512;0.932422;0.992007;-1.698724;
0.150940;0.006114;-0.004245;-0.001869;-3.057704;2.121162;0.936542;0.992009;-1.706051;
0.150950;0.006111;-0.004234;-0.001877;-3.056453;2.115807;0.940646;0.992010;-1.713348;
0.150960;0.006109;-0.004223;-0.001885;-3.055182;2.110449;0.944733;0.992012;-1.720615;
0.150970;0.006106;-0.004213;-0.001894;-3.053890;2.105086;0.948804;0.992014;-1.727852;
0.150980;0.006104;-0.004202;-0.001902;-3.052578;2.099720;0.952858;0.992015;-1.735059;
0.150990;0.006101;-0.004191;-0.001910;-3.051245;2.094349;0.956896;0.992017;-1.742235;
0.151000;0.006098;-0.004181;-0.001918;-3.049893;2.088975;0.960917;0.992019;-1.749382;
0.151010;0.006096;-0.004170;-0.001926;-3.048520;2.083598;0.964922;0.992021;-1.756498;
0.151020;0.006093;-0.004159;-0.001934;-3.047126;2.078217;0.968909;0.992022;-1.763583;
0.151030;0.006090;-0.004148;-0.001942;-3.045713;2.072832;0.972881;0.992024;-1.770638;
0.151040;0.006087;-0.004138;-0.001950;-3.044279;2.067444;0.976835;0.992026;-1.777662;
0.151050;0.006084;-0.004127;-0.001958;-3.042825;2.062053;0.980772;0.992028;-1.784656;
0.151060;0.006081;-0.004116;-0.001965;-3.041352;2.056659;0.984693;0.992030;-1.791618;
0.151070;0.006078;-0.004105;-0.001973;-3.039858;2.051261;0.988597;0.992031;-1.798550;
0.151080;0.006075;-0.004094;-0.001981;-3.038345;2.045861;0.992483;0.992033;-1.805451;
0.151090;0.006072;-0.004084;-0.001989;-3.036811;2.040458;0.996353;0.992035;-1.812320;
0.151100;0.006069;-0.004073;-0.001997;-3.035258;2.035052;1.000206;0.992037;-1.819159;
0.151110;0.006066;-0.004062;-0.002004;-3.033685;2.029643;1.004041;0.992039;-1.825966;
0.151120;0.006063;-0.004051;-0.002012;-3.032092;2.024232;1.007859;0.992040;-1.832742;
0.151130;0.006060;-0.004040;-0.002019;-3.030479;2.018819;1.011661;0.992042;-1.839487;
0.151140;0.006057;-0.004030;-0.002027;-3.028847;2.013403;1.015444;0.992044;-1.846200;
0.151150;0.006053;-0.004019;-0.002035;-3.027195;2.007984;1.019211;0.992046;-1.852881;
0.151160;0.006050;-0.004008;-0.002042;-3.025524;2.002564;1.022960;0.992048;-1.859531;
0.151170;0.006047;-0.003997;-0.002050;-3.023833;1.997141;1.026692;0.992050;-1.866149;
0.151180;0.006043;-0.003986;-0.002057;-3.022123;1.991717;1.030406;0.992052;-1.872736;
0.151190;0.006040;-0.003975;-0.002064;-3.020393;1.986290;1.034103;0.992053;-1.879291;
0.151200;0.006036;-0.003964;-0.002072;-3.018644;1.980862;1.037782;0.992055;-1.885813;
0.151210;0.006033;-0.003954;-0.002079;-3.016876;1.975432;1.041444;0.992057;-1.892304;
0.151220;0.006029;-0.003943;-0.002086;-3.015088;1.970000;1.045088;0.992059;-1.898763;
0.151230;0.006026;-0.003932;-0.002094;-3.013282;1.964567;1.048715;0.992061;-1.905189;
0.151240;0.006022;-0.003921;-0.002101;-3.011456;1.959132;1.052324;0.992063;-1.911583;
0.151250;0.006018;-0.003910;-0.002108;-3.009611;1.953696;1.055915;0.992065;-1.917946;
0.151260;0.006015;-0.003899;-0.002115;-3.007747;1.948259;1.059488;0.992067;-1.924275;
0.151270;0.006011;-0.003888;-0.002122;-3.005864;1.942820;1.063044;0.992069;-1.930573;
0.151280;0.006007;-0.003878;-0.002129;-3.003963;1.937381;1.066582;0.992071;-1.936837;
0.151290;0.006003;-0.003867;-0.002137;-3.002042;1.931940;1.070101;0.992073;-1.943070;
0.151300;0.005999;-0.003856;-0.002144;-3.000102;1.926499;1.073603;0.992075;-1.949269;
0.151310;0.005995;-0.003845;-0.002151;-2.998144;1.921057;1.077087;0.992076;-1.955436;
0.151320;0.005992;-0.003834;-0.002157;-2.996167;1.915614;1.080553;0.992078;-1.961571;
0.151330;0.005988;-0.003823;-0.002164;-2.994172;1.910171;1.084001;0.992080;-1.967672;
0.151340;0.005984;-0.003812;-0.002171;-2.992158;1.904727;1.087431;0.992082;-1.973741;
0.151350;0.005979;-0.003801;-0.002178;-2.990125;1.899283;1.090843;0.992084;-1.979777;
0.151360;0.005975;-0.003791;-0.002185;-2.988074;1.893838;1.094236;0.992086;-1.985780;
0.151370;0.005971;-0.003780;-0.002192;-2.986005;1.888393;1.097612;0.992088;-1.991749;
0.151380;0.005967;-0.003769;-0.002198;-2.983917;1.882948;1.100969;0.992090;-1.997686;
0.151390;0.005963;-0.003758;-0.002205;-2.981811;1.877503;1.104308;0.992092;-2.003590;
0.151400;0.005959;-0.003747;-0.002212;-2.979687;1.872058;1.107629;0.992094;-2.009460;
0.151410;0.005954;-0.003736;-0.002218;-2.977544;1.866613;1.110931;0.992096;-2.015297;
0.151420;0.005950;-0.003725;-0.002225;-2.975384;1.861169;1.114215;0.992098;-2.021101;
0.151430;0.005946;-0.003714;-0.002231;-2.973205;1.855724;1.117481;0.992100;-2.026871;
0.151440;0.005941;-0.003703;-0.002238;-2.971008;1.850281;1.120728;0.992102;-2.032608;
0.151450;0.005937;-0.003693;-0.002244;-2.968794;1.844837;1.123957;0.992104;-2.038312;
0.151460;0.005933;-0.003682;-0.002251;-2.966561;1.839394;1.127167;0.992106;-2.043982;
0.151470;0.005928;-0.003671;-0.002257;-2.964311;1.833952;1.130359;0.992109;-2.049619;
0.151480;0.005924;-0.003660;-0.002264;-2.962043;1.828511;1.133532;0.992111;-2.055221;
0.151490;0.005919;-0.003649;-0.002270;-2.959757;1.823071;1.136687;0.992113;-2.060791;
