time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.004440;-0.834074;0.404036;-0.766013;0.361977;1.000159;2.200961;0.406870;1.022306;0.680557;
0.004460;-0.933915;0.396700;-0.758533;0.361833;1.000160;2.207245;0.406234;1.034623;0.683125;
0.004480;-1.015820;0.387039;-0.749538;0.362499;1.000161;2.213529;0.405359;1.051142;0.686197;
0.004500;-1.079482;0.374840;-0.738912;0.364072;1.000161;2.219813;0.404220;1.072380;0.689817;
0.004520;-1.125023;0.359911;-0.726557;0.366646;1.000162;2.226098;0.402791;1.098615;0.694023;
0.004540;-1.152978;0.342094;-0.712399;0.370305;1.000162;2.232382;0.401050;1.129801;0.698846;
0.004560;-1.164268;0.321274;-0.696396;0.375122;1.000163;2.238666;0.398980;1.165523;0.704306;
0.004580;-1.160162;0.297385;-0.678540;0.381155;1.000163;2.244950;0.396566;1.204984;0.710412;
0.004600;-1.142227;0.270419;-0.658863;0.388444;1.000164;2.251234;0.393802;1.247038;0.717161;
0.004620;-1.112278;0.240433;-0.637441;0.397008;1.000165;2.257519;0.390688;1.290256;0.724535;
0.004640;-1.072308;0.207548;-0.614391;0.406842;1.000165;2.263803;0.387232;1.333007;0.732505;
0.004660;-1.024428;0.171956;-0.589875;0.417919;1.000166;2.270087;0.383452;1.373553;0.741025;
0.004680;-0.970795;0.133917;-0.564100;0.430184;1.000167;2.276371;0.379373;1.410132;0.750036;
0.004700;-0.913545;0.093755;-0.537311;0.443557;1.000167;2.282656;0.375032;1.441046;0.759465;
0.004720;-0.854723;0.051858;-0.509792;0.457934;1.000168;2.288940;0.370474;1.464730;0.769231;
0.004740;-0.796223;0.008670;-0.481856;0.473186;1.000169;2.295224;0.365752;1.479817;0.779238;
0.004760;-0.739730;-0.035319;-0.453846;0.489165;1.000169;2.301508;0.360930;1.485191;0.789386;
0.004780;-0.686670;-0.079578;-0.426121;0.505699;1.000170;2.307793;0.356076;1.480034;0.799564;
0.004800;-0.638174;-0.123551;-0.399054;0.522605;1.000171;2.314077;0.351267;1.463858;0.809663;
0.004820;-0.595042;-0.166663;-0.373020;0.539683;1.000171;2.320361;0.346582;1.436540;0.819567;
0.004840;-0.557733;-0.208337;-0.348390;0.556727;1.000172;2.326645;0.342105;1.398346;0.829165;
0.004860;-0.526350;-0.248006;-0.325521;0.573527;1.000173;2.332930;0.337920;1.349949;0.838348;
0.004880;-0.500655;-0.285121;-0.304751;0.589872;1.000174;2.339214;0.334112;1.292452;0.847014;
0.004900;-0.480076;-0.319169;-0.286386;0.605555;1.000174;2.345498;0.330763;1.227402;0.855069;
